portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile,sensitivity_window
ME3 BM2,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9793823226899289,0.020939907355342718,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,176.50192888755606,-341.0038577751121,-328.4377904017795,1.221030189788317e-06,0.025574727548392878,20945.204928001513,,,60
ME3 BM2,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.994611063007481,0.005404981556821128,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,191.4671555480505,-370.934311096101,-358.3682437227684,0.00907909542504128,0.006772433626227614,0.7459370464978697,14,2,60
ME3 BM2,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998052262815633,0.00019479269129328154,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,186.42131274052682,-360.84262548105363,-348.27655810772103,0.01082253989256619,0.0002441365834004215,0.022558159713332596,,,60
ME3 BM2,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9996732849197272,0.00032676846629502555,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,136.80766749554692,-261.61533499109385,-249.04926761776125,0.024744084927024516,0.000409543766290708,0.016551178493710243,,,60
ME3 BM2,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9996609655205188,0.000339091976778633,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,174.1251761693011,-336.2503523386022,-323.6842849652696,0.013283981164267517,0.0004249922786224583,0.03199283959884269,,,60
ME3 BM2,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9988092810385554,0.0011914305916238652,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,178.57104849485785,-345.1420969897157,-332.5760296163831,0.012302652834733762,0.0014932542668960175,0.12137660770855464,,,60
ME3 BM3,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9987444400768524,0.0012563503426097876,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,162.13872014066376,-312.27744028132753,-299.7113729079949,0.016195242930286128,0.00157460754203544,0.09722654663554471,,,60
ME3 BM3,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.999874372479801,0.00012563541231822137,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,184.25245969869823,-356.50491939739646,-343.93885202406386,0.011223160071777025,0.00015746070613475063,0.01402997953586338,3,5,60
ME3 BM3,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.999874373140727,0.00012563475136757461,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,189.05265854479558,-366.10531708959115,-353.53924971625855,0.010359524717478665,0.00015745980820479685,0.015199520489499825,4,5,60
ME3 BM3,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9998743703371269,0.00012563755514078176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,169.88960750472847,-327.77921500945695,-315.21314763612435,0.01425783594866791,0.00015746332359297026,0.011043984806662181,4,5,60
ME3 BM3,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9998743723610432,0.00012563553114197917,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,188.51895030840797,-365.03790061681593,-352.47183324348333,0.010451994110708036,0.00015746078376753931,0.015065142794734377,4,5,60
ME3 BM3,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9998743714080669,0.0001256364841713375,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,182.77899237684667,-353.55798475369335,-340.99191738036075,0.011506379569014917,0.00015746201180450483,0.013684757300074488,4,5,60
ME3 BM3,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998743645771507,0.00012564331575557565,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,153.51183628967868,-295.02367257935737,-282.45760520602477,0.018732753521406416,0.00015747054459926664,0.008406161134791042,5,4,60
ME3 BM3,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9998743655327826,0.0001256423600971805,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,171.32771922212993,-330.65543844425986,-318.08937107092726,0.013920055940808494,0.00015746934766184154,0.011312407675043835,5,5,60
ME3 BM3,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.999874365321504,0.00012564257139576558,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,170.20476200379377,-328.40952400758755,-315.84345663425495,0.014183039179532824,0.00015746960874977523,0.011102670362570495,5,5,60
ME3 BM4,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9760330192434404,0.024404539747973877,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,161.2658328917892,-310.5316657835784,-297.9655984102458,0.0035535831204661188,0.029999275260910258,8.44197933295431,15,1,60
ME3 BM4,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9931328162940483,0.006893759286554679,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,183.13591901332416,-354.2718380266483,-341.7057706533157,0.01019168806358726,0.008629400323002146,0.8467096195607835,15,1,60
ME3 BM4,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9993505990936613,0.0006496120893051918,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,184.3598145865761,-356.7196291731522,-344.1535617998196,0.0111919301037218,0.0008141805355116117,0.0727471068855998,,,60
ME3 BM4,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.999831446816825,0.0001685673907178646,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,178.51480297930405,-345.0296059586081,-332.4635385852755,0.012347308781341729,0.0002112679711435899,0.017110446890486877,,,60
ME3 BM4,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9918580751920874,0.008181836492635663,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,184.9190538768916,-357.8381077537832,-345.2720403804506,0.009241884566336869,0.010280516916694496,1.1123831771434147,15,2,60
ME3 BM4,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.987959588153691,0.012146134778795272,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,191.5994250868256,-371.1988501736512,-358.6327828003186,0.004856026482531619,0.015152352364443181,3.120319137251435,17,1,60
ME3 BM4,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9998261444981329,0.0001738706169230123,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,154.4410908199834,-296.8821816399668,-284.3161142666342,0.018445450973558403,0.000217914557677886,0.011813999993291953,11,3,60
ME3 BM4,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9998261461836933,0.00017386893132105487,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168.25548999214087,-324.51097998428173,-311.94491261094913,0.01465119205436585,0.00021791240686266138,0.014873356792679987,11,3,60
ME3 BM4,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9998261472636292,0.00017386785134032196,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,173.5456711195071,-335.0913422390142,-322.5252748656816,0.01341455846737571,0.0002179110269818776,0.016244368199806097,11,3,60
ME3 BM5,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9995574116509014,0.0004426863284420245,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,130.3653019623661,-248.73060392473218,-236.16453655139958,0.027549928400703336,0.0005548257061241918,0.02013891644488003,,,60
ME3 BM5,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9997228562028987,0.0002771822131870017,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,169.44398192649948,-326.88796385299895,-314.32189647966635,0.01436286249577016,0.000347396670653961,0.024187147287406584,,,60
ME3 BM5,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9995856332256009,0.0004144526712985929,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,169.469101275575,-326.93820255115,-314.3721351778174,0.014353945608374693,0.0005194403561723335,0.0361879841504534,,,60
ME3 BM5,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9999079278812592,9.2076357698365e-05,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,171.27379353444286,-330.5475870688857,-317.9815196955531,0.013934455298024133,0.00011540061415600321,0.008281673857202491,,,60
ME3 BM5,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9997529287765997,0.0002471017532522486,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,167.3490514097926,-322.6981028195852,-310.1320354462526,0.014873036658794542,0.00030969628811414423,0.020822666898425105,,,60
ME3 BM5,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9919338671706979,0.008104096425838562,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,179.20686322095,-346.4137264419,-333.8476590685674,0.010570041021328195,0.010178065208510055,0.9629163394893915,15,1,60
ME3 BM5,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9997718202953684,0.0002282057427107352,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,150.35150647167768,-288.70301294335536,-276.13694557002276,0.019744964170409187,0.00028601367029765256,0.014485398293418394,,,60
ME3 BM5,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9997604816273374,0.00023954706290624315,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,144.7248142603726,-277.4496285207452,-264.8835611474126,0.021687349080488444,0.0003002278937866551,0.013843457430985077,16,2,60
ME3 BM5,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9997604859208601,0.0002395427691423517,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,160.38593164915468,-308.77186329830937,-296.20579592497677,0.016704182557092658,0.00030022233414017766,0.017972883923775253,16,2,60
ME4 BM1,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9992550277470151,0.0007452500291214196,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,154.2782716990368,-296.5565433980736,-283.990476024741,0.01849153394751606,0.0009340293027479048,0.05051118557275621,,,60
ME4 BM1,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9932755015419145,0.006750321995322434,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,186.47150033801177,-360.94300067602353,-348.37693330269093,0.009548493975899072,0.008464902917931498,0.8865170716237956,14,2,60
ME4 BM1,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9996696103323831,0.00033044427678306543,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,189.82667202963472,-367.65334405926944,-355.08727668593684,0.010226921750492198,0.0004141518432997391,0.04049623663931984,,,60
ME4 BM1,1966-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,60,half_normal,ff3,0.9864378706965382,0.013694104005689458,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,177.14837058404044,-342.29674116808087,-329.73067379474827,0.007650298136430689,0.01736340495084169,2.269637684857957,17,1,60
ME4 BM1,1976-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,60,half_normal,ff3,0.9998842347728188,0.00011577192873694256,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,185.93497937898638,-359.86995875797277,-347.30389138464017,0.010911674826160522,0.00014509862172993647,0.01329755734491514,,,60
ME4 BM1,1986-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,60,half_normal,ff3,0.9986948940989817,0.0013059621850105532,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,185.3631296084967,-358.7262592169934,-346.1601918436608,0.010978964816351302,0.0016369636107031276,0.14909999604563343,,,60
ME4 BM1,1996-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,60,half_normal,ff3,0.9997548643770718,0.00024516567448637424,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,135.3096304223798,-258.6192608447596,-246.053193471427,0.025370304200815517,0.00030726963003927763,0.012111389268615888,16,2,60
ME4 BM1,2006-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,60,half_normal,ff3,0.9997548772637591,0.00024515278819665627,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,182.72997550112547,-353.45995100225093,-340.89388362891833,0.011509701980280089,0.000307253387503004,0.02669516448205438,17,2,60
ME4 BM1,2016-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,60,half_normal,ff3,0.9997548642011773,0.000245165852324657,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,168.93023844666655,-325.8604768933331,-313.2944095200005,0.014486738248836981,0.00030726982517132156,0.021210421552000477,17,2,60
ME4 BM2,1936-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,60,half_normal,ff3,0.9849741263868481,0.015177819360103774,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165.45309306460186,-318.9061861292037,-306.3401187558711,0.01049462234010138,0.019028991725725496,1.8132135782545629,10,3,60
ME4 BM2,1946-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,60,half_normal,ff3,0.9902570951214925,0.009814596230915539,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,205.32466803137098,-398.64933606274195,-386.08326868940935,0.0036201749851973667,0.01240716632000409,3.4272283441369806,18,1,60
ME4 BM2,1956-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,60,half_normal,ff3,0.9976230078725855,0.0023798782843570568,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,193.24385217477246,-374.4877043495449,-361.9216369762123,0.00949502336811331,0.0029828307329072975,0.31414675006745085,,,60
